Fiscal Year,Ad Campaign Name,Agency,Org Ad Placed In (Agency submission),Org Ad Placed In (MOECM Standardized),Outlet Channel (Agency submission),Type of Media (MOECM),Language,Spend Amount,Vendor Name,Ad Placement Method,Quarter (MOECM),Ad Start Date,Ad End Date,Purpose
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,"3961 SPECTRUM, New York Market Zone,-Cable",Spectrum,Television Channel,TV,English,1539,OpAD Media,Placement Vendor,Q2,10/27/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,"3961 SPECTRUM, New York Market Zone,-Cable",Spectrum,Television Channel,TV,English,4288,OpAD Media,Placement Vendor,Q2,10/27/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,SI Live,Staten Island Advance/SiLive.com/SI Media Group,Newspaper (Digital),Digital,English,4000,OpAD Media,Placement Vendor,Q2,10/21/2022,10/21/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Sunday Best Publishing,Sunday Best Publishing,Magazine (Digital),Digital,English,2400,OpAD Media,Placement Vendor,Q2,10/21/2022,10/21/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Sunu Afrik Radio,Sunuafrik Radio,Radio Channel,Radio,English,357,OpAD Media,Placement Vendor,Q2,11/05/2022,11/13/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Sunu Afrik Radio,Sunuafrik Radio,Radio Channel,Radio,English,408,OpAD Media,Placement Vendor,Q2,11/05/2022,11/13/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Sunu Afrik Radio,Sunuafrik Radio,Radio Channel,Radio,English,612,OpAD Media,Placement Vendor,Q2,10/19/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Sunu Afrik Radio,Sunuafrik Radio,Radio Channel,Radio,English,510,OpAD Media,Placement Vendor,Q2,10/17/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Talkline Network,Talkline Network (WVIP),Radio Channel,Radio,English,638,OpAD Media,Placement Vendor,Q2,10/31/2022,11/06/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Talkline Network,Talkline Network (WVIP),Radio Channel,Radio,English,638,OpAD Media,Placement Vendor,Q2,10/31/2022,11/06/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,TFC News,TFC News,Television Channel,TV,English,21725,OpAD Media,Placement Vendor,Q2,10/31/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,TFC News,TFC News,Television Channel,TV,English,9072,OpAD Media,Placement Vendor,Q2,10/22/2022,10/27/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,TFC News,TFC News,Television Channel,TV,English,5013,OpAD Media,Placement Vendor,Q2,10/28/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Africa Channel,The Africa Channel TV,Television Channel,TV,English,6517,OpAD Media,Placement Vendor,Q2,10/31/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Africa Channel,The Africa Channel TV,Television Channel,TV,English,2722,OpAD Media,Placement Vendor,Q2,10/22/2022,10/27/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Africa Channel,The Africa Channel TV,Television Channel,TV,English,1504,OpAD Media,Placement Vendor,Q2,10/28/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Black Star News,The Black Star News,Newspaper (Print),Print,English,1750,OpAD Media,Placement Vendor,Q2,11/03/2022,11/03/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Black Star News,The Black Star News,Newspaper (Print),Print,English,1750,OpAD Media,Placement Vendor,Q2,10/06/2022,10/06/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Black Star News,The Black Star News,Newspaper (Print),Print,English,1750,OpAD Media,Placement Vendor,Q2,10/13/2022,10/13/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Black Star News,The Black Star News,Newspaper (Print),Print,English,1750,OpAD Media,Placement Vendor,Q2,10/20/2022,10/20/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Black Star News,The Black Star News,Newspaper (Print),Print,English,1750,OpAD Media,Placement Vendor,Q2,10/27/2022,10/27/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Weekly Gleaner,The Gleaner,Newspaper (Print),Print,English,850,OpAD Media,Placement Vendor,Q2,10/17/2022,10/17/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haitian Times,The Haitian Times,Newspaper (Digital),Digital,English,8865,OpAD Media,Placement Vendor,Q2,10/21/2022,10/21/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Lo-Down,The Lo-Down,Newspaper (Digital),Digital,English,699,OpAD Media,Placement Vendor,Q2,10/21/2022,10/21/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Positive Community,The Positive Community Corporation,Magazine (Digital),Digital,English,1450,OpAD Media,Placement Vendor,Q2,10/21/2022,10/21/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Positive Community,The Positive Community Corporation,Magazine (Print),Print,English,6000,OpAD Media,Placement Vendor,Q2,10/01/2022,10/31/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Rockaway Times,The Rockaway Times,Newspaper (Digital),Digital,English,2400,OpAD Media,Placement Vendor,Q2,10/21/2022,10/21/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The South Asian Insider,The South Asian Insider,Newspaper (Print),Print,English,750,OpAD Media,Placement Vendor,Q2,11/04/2022,11/04/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The South Asian Times,The South Asian Times,Newspaper (Digital),Digital,English,6000,OpAD Media,Placement Vendor,Q2,10/21/2022,10/21/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The South Asian Times,The South Asian Times,Newspaper (Print),Print,English,1100,OpAD Media,Placement Vendor,Q2,11/05/2022,11/05/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The South Asian Times,The South Asian Times,Newspaper (Print),Print,English,1100,OpAD Media,Placement Vendor,Q2,10/08/2022,10/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The South Asian Times,The South Asian Times,Newspaper (Print),Print,English,1100,OpAD Media,Placement Vendor,Q2,10/15/2022,10/15/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The South Asian Times,The South Asian Times,Newspaper (Print),Print,English,1100,OpAD Media,Placement Vendor,Q2,10/22/2022,10/22/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The South Asian Times,The South Asian Times,Newspaper (Print),Print,English,1100,OpAD Media,Placement Vendor,Q2,10/29/2022,10/29/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Tribeca Trib,The Tribeca Trib,Newspaper (Digital),Digital,English,956,OpAD Media,Placement Vendor,Q2,10/21/2022,10/21/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,The Wave,The Wave,Newspaper (Digital),Digital,English,3600,OpAD Media,Placement Vendor,Q2,10/21/2022,10/21/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Times Now,Times Now,Television Channel,TV,English,3820,OpAD Media,Placement Vendor,Q2,10/31/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Times Now,Times Now,Television Channel,TV,English,1289,OpAD Media,Placement Vendor,Q2,10/28/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Tribeca Citizen,Tribeca Citizen,Newsletter (Digital),Digital,English,600,OpAD Media,Placement Vendor,Q2,10/21/2022,10/21/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,TV Asia,TV Asia,Television Channel,TV,English,4456,OpAD Media,Placement Vendor,Q2,10/31/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,TV Asia,TV Asia,Television Channel,TV,English,1504,OpAD Media,Placement Vendor,Q2,10/28/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,URL Media Holdings,URL Media Holdings,Social Media,Other,English,25000,OpAD Media,Placement Vendor,Q2,11/02/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,"2724 VERIZON, Altice/Verizon-So Westchr-Bron-Cable",Verizon,Television Channel,TV,English,2145,OpAD Media,Placement Vendor,Q2,10/31/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,"2724 VERIZON, Altice/Verizon-So Westchr-Bron-Cable",Verizon,Television Channel,TV,English,703,OpAD Media,Placement Vendor,Q2,10/31/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,"2724 VERIZON, Altice/Verizon-So Westchr-Bron-Cable",Verizon,Television Channel,TV,English,162,OpAD Media,Placement Vendor,Q2,10/31/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,"2724 VERIZON, Altice/Verizon-So Westchr-Bron-Cable",Verizon,Television Channel,TV,English,240,OpAD Media,Placement Vendor,Q2,10/24/2022,10/26/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,"2724 VERIZON, Altice/Verizon-So Westchr-Bron-Cable",Verizon,Television Channel,TV,English,438,OpAD Media,Placement Vendor,Q2,10/24/2022,10/26/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,"2724 VERIZON, Altice/Verizon-So Westchr-Bron-Cable",Verizon,Television Channel,TV,English,430,OpAD Media,Placement Vendor,Q2,10/27/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,"2724 VERIZON, Altice/Verizon-So Westchr-Bron-Cable",Verizon,Television Channel,TV,English,915,OpAD Media,Placement Vendor,Q2,10/27/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,WBLS FM,WBLS,Radio Channel,Radio,English,22687,OpAD Media,Placement Vendor,Q2,10/31/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,WBLS FM,WBLS,Radio Channel,Radio,English,12546,OpAD Media,Placement Vendor,Q2,10/16/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,WNBC,WNBC,Television Channel,TV,English,10252,OpAD Media,Placement Vendor,Q2,10/31/2022,11/06/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,WNBC,WNBC,Television Channel,TV,English,29198,OpAD Media,Placement Vendor,Q2,10/31/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,WNBC,WNBC,Television Channel,TV,English,6300,OpAD Media,Placement Vendor,Q2,11/07/2022,11/07/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,WNBC,WNBC,Television Channel,TV,English,11278,OpAD Media,Placement Vendor,Q2,10/22/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,WWOR,WWOR - TV. My 9,Television Channel,TV,English,5950,OpAD Media,Placement Vendor,Q2,10/31/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,WWOR,WWOR - TV. My 9,Television Channel,TV,English,2316,OpAD Media,Placement Vendor,Q2,10/31/2022,11/04/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,WWOR,WWOR - TV. My 9,Television Channel,TV,English,1105,OpAD Media,Placement Vendor,Q2,11/07/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,WWOR,WWOR - TV. My 9,Television Channel,TV,English,6779,OpAD Media,Placement Vendor,Q2,10/24/2022,10/28/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Youtube,Youtube,Other,Other,English,461,OpAD Media,Placement Vendor,Q2,11/01/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Zee TV,Zee TV,Television Channel,TV,English,7639,OpAD Media,Placement Vendor,Q2,10/31/2022,11/08/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Zee TV,Zee TV,Television Channel,TV,English,2578,OpAD Media,Placement Vendor,Q2,10/28/2022,10/30/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Google,Google,Other,Other,French,74,OpAD Media,Placement Vendor,Q2,10/21/2022,10/31/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Observateur,Haiti Observateur,Newspaper (Print),Print,French,2648,OpAD Media,Placement Vendor,Q2,11/02/2022,11/02/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Observateur,Haiti Observateur,Newspaper (Print),Print,French,2648,OpAD Media,Placement Vendor,Q2,10/05/2022,10/05/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Observateur,Haiti Observateur,Newspaper (Print),Print,French,2648,OpAD Media,Placement Vendor,Q2,10/12/2022,10/12/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Observateur,Haiti Observateur,Newspaper (Print),Print,French,2648,OpAD Media,Placement Vendor,Q2,10/19/2022,10/19/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Observateur,Haiti Observateur,Newspaper (Print),Print,French,2648,OpAD Media,Placement Vendor,Q2,10/26/2022,10/26/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Progres,Haiti Progres,Newspaper (Print),Print,French,1428,OpAD Media,Placement Vendor,Q2,10/05/2022,10/05/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Progres,Haiti Progres,Newspaper (Print),Print,French,1428,OpAD Media,Placement Vendor,Q2,10/12/2022,10/12/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Progres,Haiti Progres,Newspaper (Print),Print,French,1428,OpAD Media,Placement Vendor,Q2,10/19/2022,10/19/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Progres,Haiti Progres,Newspaper (Print),Print,French,1428,OpAD Media,Placement Vendor,Q2,10/26/2022,10/26/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Liberte,Haiti Liberté,Newspaper (Print),Print,Haitian Creole,1450,OpAD Media,Placement Vendor,Q2,11/02/2022,11/02/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Liberte,Haiti Liberté,Newspaper (Print),Print,Haitian Creole,1450,OpAD Media,Placement Vendor,Q2,10/05/2022,10/05/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Liberte,Haiti Liberté,Newspaper (Print),Print,Haitian Creole,1450,OpAD Media,Placement Vendor,Q2,10/12/2022,10/12/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Liberte,Haiti Liberté,Newspaper (Print),Print,Haitian Creole,1450,OpAD Media,Placement Vendor,Q2,10/19/2022,10/19/2022,Programmatic: Civic Engagement & Elections
FY23,NYC Racial Justice Commission Voter Education Campaign,RJC,Haiti Liberte,Haiti Liberté,Newspaper (Print),Print,Haitian Creole,1450,OpAD Media,Placement Vendor,Q2,10/26/2022,10/26/2022,Programmatic: Civic Engagement & Elections
